draw,total_points_TFT,average_points_TFT,total_points_TFT95,average_points_TFT95
3599,1.082,1.082,1.085,1.085
3600,1.082,1.082,1.085,1.085
3601,1.082,1.082,1.085,1.085
3602,1.082,1.082,1.085,1.085
3603,1.082,1.082,1.085,1.085
3604,1.082,1.082,1.085,1.085
3605,1.082,1.082,1.085,1.085
3606,1.082,1.082,1.085,1.085
3607,1.082,1.082,1.085,1.085
3608,1.082,1.082,1.085,1.085
3609,1.082,1.082,1.085,1.085
3610,1.082,1.082,1.085,1.085
3611,1.082,1.082,1.085,1.085
3612,1.082,1.082,1.085,1.085
3613,1.082,1.082,1.085,1.085
3614,1.082,1.082,1.085,1.085
3615,1.082,1.082,1.085,1.085
3616,1.082,1.082,1.085,1.085
3617,1.082,1.082,1.085,1.085
3618,1.082,1.082,1.085,1.085
3619,1.082,1.082,1.085,1.085
3620,1.082,1.082,1.085,1.085
3621,1.082,1.082,1.085,1.085
3622,1.082,1.082,1.084,1.084
3623,1.082,1.082,1.084,1.084
3624,1.081,1.081,1.084,1.084
3625,1.081,1.081,1.084,1.084
3626,1.081,1.081,1.084,1.084
3627,1.081,1.081,1.084,1.084
3628,1.081,1.081,1.084,1.084
3629,1.081,1.081,1.084,1.084
3630,1.081,1.081,1.084,1.084
3631,1.081,1.081,1.084,1.084
3632,1.081,1.081,1.084,1.084
3633,1.081,1.081,1.084,1.084
3634,1.081,1.081,1.084,1.084
3635,1.081,1.081,1.084,1.084
3636,1.081,1.081,1.084,1.084
3637,1.081,1.081,1.084,1.084
3638,1.081,1.081,1.084,1.084
3639,1.081,1.081,1.084,1.084
3640,1.081,1.081,1.084,1.084
3641,1.081,1.081,1.084,1.084
3642,1.081,1.081,1.084,1.084
3643,1.081,1.081,1.084,1.084
3644,1.081,1.081,1.084,1.084
3645,1.081,1.081,1.084,1.084
3646,1.081,1.081,1.084,1.084
3647,1.081,1.081,1.084,1.084
3648,1.081,1.081,1.084,1.084
3649,1.081,1.081,1.084,1.084
3650,1.081,1.081,1.084,1.084
3651,1.081,1.081,1.084,1.084
3652,1.081,1.081,1.084,1.084
3653,1.081,1.081,1.084,1.084
3654,1.081,1.081,1.084,1.084
3655,1.081,1.081,1.084,1.084
3656,1.081,1.081,1.084,1.084
3657,1.081,1.081,1.084,1.084
3658,1.081,1.081,1.084,1.084
3659,1.081,1.081,1.084,1.084
3660,1.081,1.081,1.084,1.084
3661,1.081,1.081,1.084,1.084
3662,1.081,1.081,1.084,1.084
3663,1.081,1.081,1.084,1.084
3664,1.081,1.081,1.084,1.084
3665,1.081,1.081,1.084,1.084
3666,1.081,1.081,1.083,1.083
3667,1.081,1.081,1.083,1.083
3668,1.081,1.081,1.083,1.083
3669,1.08,1.08,1.083,1.083
3670,1.08,1.08,1.083,1.083
3671,1.08,1.08,1.083,1.083
3672,1.08,1.08,1.083,1.083
3673,1.08,1.08,1.083,1.083
3674,1.08,1.08,1.083,1.083
3675,1.08,1.08,1.083,1.083
3676,1.08,1.08,1.083,1.083
3677,1.08,1.08,1.083,1.083
3678,1.08,1.08,1.083,1.083
3679,1.08,1.08,1.083,1.083
3680,1.08,1.08,1.083,1.083
3681,1.08,1.08,1.083,1.083
3682,1.08,1.08,1.083,1.083
3683,1.08,1.08,1.083,1.083
3684,1.08,1.08,1.083,1.083
3685,1.08,1.08,1.083,1.083
3686,1.08,1.08,1.083,1.083
3687,1.08,1.08,1.083,1.083
3688,1.08,1.08,1.083,1.083
3689,1.08,1.08,1.083,1.083
3690,1.08,1.08,1.083,1.083
3691,1.08,1.08,1.083,1.083
3692,1.08,1.08,1.083,1.083
3693,1.08,1.08,1.083,1.083
3694,1.08,1.08,1.083,1.083
3695,1.08,1.08,1.083,1.083
3696,1.08,1.08,1.083,1.083
3697,1.08,1.08,1.083,1.083
3698,1.08,1.08,1.083,1.083
3699,1.08,1.08,1.083,1.083
3700,1.08,1.08,1.083,1.083
3701,1.08,1.08,1.083,1.083
3702,1.08,1.08,1.083,1.083
3703,1.08,1.08,1.083,1.083
3704,1.08,1.08,1.083,1.083
3705,1.08,1.08,1.083,1.083
3706,1.08,1.08,1.083,1.083
3707,1.08,1.08,1.083,1.083
3708,1.08,1.08,1.083,1.083
3709,1.08,1.08,1.083,1.083
3710,1.08,1.08,1.082,1.082
3711,1.08,1.08,1.082,1.082
3712,1.08,1.08,1.082,1.082
3713,1.08,1.08,1.082,1.082
3714,1.08,1.08,1.082,1.082
3715,1.079,1.079,1.082,1.082
3716,1.079,1.079,1.082,1.082
3717,1.079,1.079,1.082,1.082
3718,1.079,1.079,1.082,1.082
3719,1.079,1.079,1.082,1.082
3720,1.079,1.079,1.082,1.082
3721,1.079,1.079,1.082,1.082
3722,1.079,1.079,1.082,1.082
3723,1.079,1.079,1.082,1.082
3724,1.079,1.079,1.082,1.082
3725,1.079,1.079,1.082,1.082
3726,1.079,1.079,1.082,1.082
3727,1.079,1.079,1.082,1.082
3728,1.079,1.079,1.082,1.082
3729,1.079,1.079,1.082,1.082
3730,1.079,1.079,1.082,1.082
3731,1.079,1.079,1.082,1.082
3732,1.079,1.079,1.082,1.082
3733,1.079,1.079,1.082,1.082
3734,1.079,1.079,1.082,1.082
3735,1.079,1.079,1.082,1.082
3736,1.079,1.079,1.082,1.082
3737,1.079,1.079,1.082,1.082
3738,1.079,1.079,1.082,1.082
3739,1.079,1.079,1.082,1.082
3740,1.079,1.079,1.082,1.082
3741,1.079,1.079,1.082,1.082
3742,1.079,1.079,1.082,1.082
3743,1.079,1.079,1.082,1.082
3744,1.079,1.079,1.082,1.082
3745,1.079,1.079,1.082,1.082
3746,1.079,1.079,1.082,1.082
3747,1.079,1.079,1.082,1.082
3748,1.079,1.079,1.082,1.082
3749,1.079,1.079,1.082,1.082
3750,1.079,1.079,1.082,1.082
3751,1.079,1.079,1.082,1.082
3752,1.079,1.079,1.082,1.082
3753,1.079,1.079,1.082,1.082
3754,1.079,1.079,1.082,1.082
3755,1.079,1.079,1.081,1.081
3756,1.079,1.079,1.081,1.081
3757,1.079,1.079,1.081,1.081
3758,1.079,1.079,1.081,1.081
3759,1.079,1.079,1.081,1.081
3760,1.079,1.079,1.081,1.081
3761,1.079,1.079,1.081,1.081
3762,1.078,1.078,1.081,1.081
3763,1.078,1.078,1.081,1.081
3764,1.078,1.078,1.081,1.081
3765,1.078,1.078,1.081,1.081
3766,1.078,1.078,1.081,1.081
3767,1.078,1.078,1.081,1.081
3768,1.078,1.078,1.081,1.081
3769,1.078,1.078,1.081,1.081
3770,1.078,1.078,1.081,1.081
3771,1.078,1.078,1.081,1.081
3772,1.078,1.078,1.081,1.081
3773,1.078,1.078,1.081,1.081
3774,1.078,1.078,1.081,1.081
3775,1.078,1.078,1.081,1.081
3776,1.078,1.078,1.081,1.081
3777,1.078,1.078,1.081,1.081
3778,1.078,1.078,1.081,1.081
3779,1.078,1.078,1.081,1.081
3780,1.078,1.078,1.081,1.081
3781,1.078,1.078,1.081,1.081
3782,1.078,1.078,1.081,1.081
3783,1.078,1.078,1.081,1.081
3784,1.078,1.078,1.081,1.081
3785,1.078,1.078,1.081,1.081
3786,1.078,1.078,1.081,1.081
3787,1.078,1.078,1.081,1.081
3788,1.078,1.078,1.081,1.081
3789,1.078,1.078,1.081,1.081
3790,1.078,1.078,1.081,1.081
3791,1.078,1.078,1.081,1.081
3792,1.078,1.078,1.081,1.081
3793,1.078,1.078,1.081,1.081
3794,1.078,1.078,1.081,1.081
3795,1.078,1.078,1.081,1.081
3796,1.078,1.078,1.081,1.081
3797,1.078,1.078,1.081,1.081
3798,1.078,1.078,1.081,1.081
3799,1.078,1.078,1.081,1.081
3800,1.078,1.078,1.081,1.081
3801,1.078,1.078,1.081,1.081
3802,1.078,1.078,1.08,1.08
3803,1.078,1.078,1.08,1.08
3804,1.078,1.078,1.08,1.08
3805,1.078,1.078,1.08,1.08
3806,1.078,1.078,1.08,1.08
3807,1.078,1.078,1.08,1.08
3808,1.078,1.078,1.08,1.08
3809,1.078,1.078,1.08,1.08
3810,1.078,1.078,1.08,1.08
3811,1.077,1.077,1.08,1.08
3812,1.077,1.077,1.08,1.08
3813,1.077,1.077,1.08,1.08
3814,1.077,1.077,1.08,1.08
3815,1.077,1.077,1.08,1.08
3816,1.077,1.077,1.08,1.08
3817,1.077,1.077,1.08,1.08
3818,1.077,1.077,1.08,1.08
3819,1.077,1.077,1.08,1.08
3820,1.077,1.077,1.08,1.08
3821,1.077,1.077,1.08,1.08
3822,1.077,1.077,1.08,1.08
3823,1.077,1.077,1.08,1.08
3824,1.077,1.077,1.08,1.08
3825,1.077,1.077,1.08,1.08
3826,1.077,1.077,1.08,1.08
3827,1.077,1.077,1.08,1.08
3828,1.077,1.077,1.08,1.08
3829,1.077,1.077,1.08,1.08
3830,1.077,1.077,1.08,1.08
3831,1.077,1.077,1.08,1.08
3832,1.077,1.077,1.08,1.08
3833,1.077,1.077,1.08,1.08
3834,1.077,1.077,1.08,1.08
3835,1.077,1.077,1.08,1.08
3836,1.077,1.077,1.08,1.08
3837,1.077,1.077,1.08,1.08
3838,1.077,1.077,1.08,1.08
3839,1.077,1.077,1.08,1.08
3840,1.077,1.077,1.08,1.08
3841,1.077,1.077,1.08,1.08
3842,1.077,1.077,1.08,1.08
3843,1.077,1.077,1.08,1.08
3844,1.077,1.077,1.08,1.08
3845,1.077,1.077,1.08,1.08
3846,1.077,1.077,1.08,1.08
3847,1.077,1.077,1.08,1.08
3848,1.077,1.077,1.08,1.08
3849,1.077,1.077,1.08,1.08
3850,1.077,1.077,1.079,1.079
3851,1.077,1.077,1.079,1.079
3852,1.077,1.077,1.079,1.079
3853,1.077,1.077,1.079,1.079
3854,1.077,1.077,1.079,1.079
3855,1.077,1.077,1.079,1.079
3856,1.077,1.077,1.079,1.079
3857,1.077,1.077,1.079,1.079
3858,1.077,1.077,1.079,1.079
3859,1.077,1.077,1.079,1.079
3860,1.076,1.076,1.079,1.079
3861,1.076,1.076,1.079,1.079
3862,1.076,1.076,1.079,1.079
3863,1.076,1.076,1.079,1.079
3864,1.076,1.076,1.079,1.079
3865,1.076,1.076,1.079,1.079
3866,1.076,1.076,1.079,1.079
3867,1.076,1.076,1.079,1.079
3868,1.076,1.076,1.079,1.079
3869,1.076,1.076,1.079,1.079
3870,1.076,1.076,1.079,1.079
3871,1.076,1.076,1.079,1.079
3872,1.076,1.076,1.079,1.079
3873,1.076,1.076,1.079,1.079
3874,1.076,1.076,1.079,1.079
3875,1.076,1.076,1.079,1.079
3876,1.076,1.076,1.079,1.079
3877,1.076,1.076,1.079,1.079
3878,1.076,1.076,1.079,1.079
3879,1.076,1.076,1.079,1.079
3880,1.076,1.076,1.079,1.079
3881,1.076,1.076,1.079,1.079
3882,1.076,1.076,1.079,1.079
3883,1.076,1.076,1.079,1.079
3884,1.076,1.076,1.079,1.079
3885,1.076,1.076,1.079,1.079
3886,1.076,1.076,1.079,1.079
3887,1.076,1.076,1.079,1.079
3888,1.076,1.076,1.079,1.079
3889,1.076,1.076,1.079,1.079
3890,1.076,1.076,1.079,1.079
3891,1.076,1.076,1.079,1.079
3892,1.076,1.076,1.079,1.079
3893,1.076,1.076,1.079,1.079
3894,1.076,1.076,1.079,1.079
3895,1.076,1.076,1.079,1.079
3896,1.076,1.076,1.079,1.079
3897,1.076,1.076,1.079,1.079
3898,1.076,1.076,1.079,1.079
3899,1.076,1.076,1.078,1.078
3900,1.076,1.076,1.078,1.078
3901,1.076,1.076,1.078,1.078
3902,1.076,1.076,1.078,1.078
3903,1.076,1.076,1.078,1.078
3904,1.076,1.076,1.078,1.078
3905,1.076,1.076,1.078,1.078
3906,1.076,1.076,1.078,1.078
3907,1.076,1.076,1.078,1.078
3908,1.076,1.076,1.078,1.078
3909,1.076,1.076,1.078,1.078
3910,1.076,1.076,1.078,1.078
3911,1.076,1.076,1.078,1.078
3912,1.075,1.075,1.078,1.078
3913,1.075,1.075,1.078,1.078
3914,1.075,1.075,1.078,1.078
3915,1.075,1.075,1.078,1.078
3916,1.075,1.075,1.078,1.078
3917,1.075,1.075,1.078,1.078
3918,1.075,1.075,1.078,1.078
3919,1.075,1.075,1.078,1.078
3920,1.075,1.075,1.078,1.078
3921,1.075,1.075,1.078,1.078
3922,1.075,1.075,1.078,1.078
3923,1.075,1.075,1.078,1.078
3924,1.075,1.075,1.078,1.078
3925,1.075,1.075,1.078,1.078
3926,1.075,1.075,1.078,1.078
3927,1.075,1.075,1.078,1.078
3928,1.075,1.075,1.078,1.078
3929,1.075,1.075,1.078,1.078
3930,1.075,1.075,1.078,1.078
3931,1.075,1.075,1.078,1.078
3932,1.075,1.075,1.078,1.078
3933,1.075,1.075,1.078,1.078
3934,1.075,1.075,1.078,1.078
3935,1.075,1.075,1.078,1.078
3936,1.075,1.075,1.078,1.078
3937,1.075,1.075,1.078,1.078
3938,1.075,1.075,1.078,1.078
3939,1.075,1.075,1.078,1.078
3940,1.075,1.075,1.078,1.078
3941,1.075,1.075,1.078,1.078
3942,1.075,1.075,1.078,1.078
3943,1.075,1.075,1.078,1.078
3944,1.075,1.075,1.078,1.078
3945,1.075,1.075,1.078,1.078
3946,1.075,1.075,1.078,1.078
3947,1.075,1.075,1.078,1.078
3948,1.075,1.075,1.078,1.078
3949,1.075,1.075,1.077,1.077
3950,1.075,1.075,1.077,1.077
3951,1.075,1.075,1.077,1.077
3952,1.075,1.075,1.077,1.077
3953,1.075,1.075,1.077,1.077
3954,1.075,1.075,1.077,1.077
3955,1.075,1.075,1.077,1.077
3956,1.075,1.075,1.077,1.077
3957,1.075,1.075,1.077,1.077
3958,1.075,1.075,1.077,1.077
3959,1.075,1.075,1.077,1.077
3960,1.075,1.075,1.077,1.077
3961,1.075,1.075,1.077,1.077
3962,1.075,1.075,1.077,1.077
3963,1.075,1.075,1.077,1.077
3964,1.074,1.074,1.077,1.077
3965,1.074,1.074,1.077,1.077
3966,1.074,1.074,1.077,1.077
3967,1.074,1.074,1.077,1.077
3968,1.074,1.074,1.077,1.077
3969,1.074,1.074,1.077,1.077
3970,1.074,1.074,1.077,1.077
3971,1.074,1.074,1.077,1.077
3972,1.074,1.074,1.077,1.077
3973,1.074,1.074,1.077,1.077
3974,1.074,1.074,1.077,1.077
3975,1.074,1.074,1.077,1.077
3976,1.074,1.074,1.077,1.077
3977,1.074,1.074,1.077,1.077
3978,1.074,1.074,1.077,1.077
3979,1.074,1.074,1.077,1.077
3980,1.074,1.074,1.077,1.077
3981,1.074,1.074,1.077,1.077
3982,1.074,1.074,1.077,1.077
3983,1.074,1.074,1.077,1.077
3984,1.074,1.074,1.077,1.077
3985,1.074,1.074,1.077,1.077
3986,1.074,1.074,1.077,1.077
3987,1.074,1.074,1.077,1.077
3988,1.074,1.074,1.077,1.077
3989,1.074,1.074,1.077,1.077
3990,1.074,1.074,1.077,1.077
3991,1.074,1.074,1.077,1.077
3992,1.074,1.074,1.077,1.077
3993,1.074,1.074,1.077,1.077
3994,1.074,1.074,1.077,1.077
3995,1.074,1.074,1.077,1.077
3996,1.074,1.074,1.077,1.077
3997,1.074,1.074,1.077,1.077
3998,1.074,1.074,1.077,1.077
3999,1.074,1.074,1.077,1.077
4000,1.074,1.074,1.077,1.077
4001,1.074,1.074,1.076,1.076
4002,1.074,1.074,1.076,1.076
4003,1.074,1.074,1.076,1.076
4004,1.074,1.074,1.076,1.076
4005,1.074,1.074,1.076,1.076
