draw,total_points_TFT,average_points_TFT,total_points_TFT95,average_points_TFT95
7975,1.037,1.037,1.038,1.038
7976,1.037,1.037,1.038,1.038
7977,1.037,1.037,1.038,1.038
7978,1.037,1.037,1.038,1.038
7979,1.037,1.037,1.038,1.038
7980,1.037,1.037,1.038,1.038
7981,1.037,1.037,1.038,1.038
7982,1.037,1.037,1.038,1.038
7983,1.037,1.037,1.038,1.038
7984,1.037,1.037,1.038,1.038
7985,1.037,1.037,1.038,1.038
7986,1.037,1.037,1.038,1.038
7987,1.037,1.037,1.038,1.038
7988,1.037,1.037,1.038,1.038
7989,1.037,1.037,1.038,1.038
7990,1.037,1.037,1.038,1.038
7991,1.037,1.037,1.038,1.038
7992,1.037,1.037,1.038,1.038
7993,1.037,1.037,1.038,1.038
7994,1.037,1.037,1.038,1.038
7995,1.037,1.037,1.038,1.038
7996,1.037,1.037,1.038,1.038
7997,1.037,1.037,1.038,1.038
7998,1.037,1.037,1.038,1.038
7999,1.037,1.037,1.038,1.038
8000,1.037,1.037,1.038,1.038
8001,1.037,1.037,1.038,1.038
8002,1.037,1.037,1.038,1.038
8003,1.037,1.037,1.038,1.038
8004,1.037,1.037,1.038,1.038
8005,1.037,1.037,1.038,1.038
8006,1.037,1.037,1.038,1.038
8007,1.037,1.037,1.038,1.038
8008,1.037,1.037,1.038,1.038
8009,1.037,1.037,1.038,1.038
8010,1.037,1.037,1.038,1.038
8011,1.037,1.037,1.038,1.038
8012,1.037,1.037,1.038,1.038
8013,1.037,1.037,1.038,1.038
8014,1.037,1.037,1.038,1.038
8015,1.037,1.037,1.038,1.038
8016,1.037,1.037,1.038,1.038
8017,1.037,1.037,1.038,1.038
8018,1.037,1.037,1.038,1.038
8019,1.037,1.037,1.038,1.038
8020,1.037,1.037,1.038,1.038
8021,1.037,1.037,1.038,1.038
8022,1.037,1.037,1.038,1.038
8023,1.037,1.037,1.038,1.038
8024,1.037,1.037,1.038,1.038
8025,1.037,1.037,1.038,1.038
8026,1.037,1.037,1.038,1.038
8027,1.037,1.037,1.038,1.038
8028,1.037,1.037,1.038,1.038
8029,1.037,1.037,1.038,1.038
8030,1.037,1.037,1.038,1.038
8031,1.037,1.037,1.038,1.038
8032,1.037,1.037,1.038,1.038
8033,1.037,1.037,1.038,1.038
8034,1.037,1.037,1.038,1.038
8035,1.037,1.037,1.038,1.038
8036,1.037,1.037,1.038,1.038
8037,1.037,1.037,1.038,1.038
8038,1.037,1.037,1.038,1.038
8039,1.037,1.037,1.038,1.038
8040,1.037,1.037,1.038,1.038
8041,1.037,1.037,1.038,1.038
8042,1.037,1.037,1.038,1.038
8043,1.037,1.037,1.038,1.038
8044,1.037,1.037,1.038,1.038
8045,1.037,1.037,1.038,1.038
8046,1.037,1.037,1.038,1.038
8047,1.037,1.037,1.038,1.038
8048,1.037,1.037,1.038,1.038
8049,1.037,1.037,1.038,1.038
8050,1.037,1.037,1.038,1.038
8051,1.037,1.037,1.038,1.038
8052,1.037,1.037,1.038,1.038
8053,1.037,1.037,1.038,1.038
8054,1.037,1.037,1.038,1.038
8055,1.037,1.037,1.038,1.038
8056,1.037,1.037,1.038,1.038
8057,1.037,1.037,1.038,1.038
8058,1.037,1.037,1.038,1.038
8059,1.037,1.037,1.038,1.038
8060,1.037,1.037,1.038,1.038
8061,1.037,1.037,1.038,1.038
8062,1.037,1.037,1.038,1.038
8063,1.037,1.037,1.038,1.038
8064,1.037,1.037,1.038,1.038
8065,1.037,1.037,1.038,1.038
8066,1.037,1.037,1.038,1.038
8067,1.037,1.037,1.038,1.038
8068,1.037,1.037,1.038,1.038
8069,1.037,1.037,1.038,1.038
8070,1.037,1.037,1.038,1.038
8071,1.037,1.037,1.038,1.038
8072,1.037,1.037,1.038,1.038
8073,1.037,1.037,1.038,1.038
8074,1.037,1.037,1.038,1.038
8075,1.037,1.037,1.038,1.038
8076,1.037,1.037,1.038,1.038
8077,1.037,1.037,1.038,1.038
8078,1.037,1.037,1.038,1.038
8079,1.037,1.037,1.038,1.038
8080,1.037,1.037,1.038,1.038
8081,1.037,1.037,1.038,1.038
8082,1.037,1.037,1.038,1.038
8083,1.037,1.037,1.038,1.038
8084,1.037,1.037,1.038,1.038
8085,1.037,1.037,1.038,1.038
8086,1.037,1.037,1.038,1.038
8087,1.037,1.037,1.038,1.038
8088,1.037,1.037,1.038,1.038
8089,1.037,1.037,1.038,1.038
8090,1.037,1.037,1.038,1.038
8091,1.036,1.036,1.038,1.038
8092,1.036,1.036,1.038,1.038
8093,1.036,1.036,1.038,1.038
8094,1.036,1.036,1.038,1.038
8095,1.036,1.036,1.038,1.038
8096,1.036,1.036,1.038,1.038
8097,1.036,1.036,1.038,1.038
8098,1.036,1.036,1.038,1.038
8099,1.036,1.036,1.038,1.038
8100,1.036,1.036,1.038,1.038
8101,1.036,1.036,1.038,1.038
8102,1.036,1.036,1.038,1.038
8103,1.036,1.036,1.038,1.038
8104,1.036,1.036,1.038,1.038
8105,1.036,1.036,1.038,1.038
8106,1.036,1.036,1.038,1.038
8107,1.036,1.036,1.038,1.038
8108,1.036,1.036,1.038,1.038
8109,1.036,1.036,1.038,1.038
8110,1.036,1.036,1.038,1.038
8111,1.036,1.036,1.038,1.038
8112,1.036,1.036,1.038,1.038
8113,1.036,1.036,1.038,1.038
8114,1.036,1.036,1.038,1.038
8115,1.036,1.036,1.038,1.038
8116,1.036,1.036,1.038,1.038
8117,1.036,1.036,1.038,1.038
8118,1.036,1.036,1.038,1.038
8119,1.036,1.036,1.038,1.038
8120,1.036,1.036,1.038,1.038
8121,1.036,1.036,1.038,1.038
8122,1.036,1.036,1.038,1.038
8123,1.036,1.036,1.038,1.038
8124,1.036,1.036,1.038,1.038
8125,1.036,1.036,1.038,1.038
8126,1.036,1.036,1.038,1.038
8127,1.036,1.036,1.038,1.038
8128,1.036,1.036,1.038,1.038
8129,1.036,1.036,1.038,1.038
8130,1.036,1.036,1.038,1.038
8131,1.036,1.036,1.038,1.038
8132,1.036,1.036,1.038,1.038
8133,1.036,1.036,1.038,1.038
8134,1.036,1.036,1.038,1.038
8135,1.036,1.036,1.038,1.038
8136,1.036,1.036,1.038,1.038
8137,1.036,1.036,1.038,1.038
8138,1.036,1.036,1.038,1.038
8139,1.036,1.036,1.038,1.038
8140,1.036,1.036,1.038,1.038
8141,1.036,1.036,1.038,1.038
8142,1.036,1.036,1.038,1.038
8143,1.036,1.036,1.038,1.038
8144,1.036,1.036,1.038,1.038
8145,1.036,1.036,1.038,1.038
8146,1.036,1.036,1.038,1.038
8147,1.036,1.036,1.038,1.038
8148,1.036,1.036,1.038,1.038
8149,1.036,1.036,1.038,1.038
8150,1.036,1.036,1.038,1.038
8151,1.036,1.036,1.038,1.038
8152,1.036,1.036,1.038,1.038
8153,1.036,1.036,1.038,1.038
8154,1.036,1.036,1.038,1.038
8155,1.036,1.036,1.038,1.038
8156,1.036,1.036,1.038,1.038
8157,1.036,1.036,1.038,1.038
8158,1.036,1.036,1.038,1.038
8159,1.036,1.036,1.038,1.038
8160,1.036,1.036,1.038,1.038
8161,1.036,1.036,1.037,1.037
8162,1.036,1.036,1.037,1.037
8163,1.036,1.036,1.037,1.037
8164,1.036,1.036,1.037,1.037
8165,1.036,1.036,1.037,1.037
8166,1.036,1.036,1.037,1.037
8167,1.036,1.036,1.037,1.037
8168,1.036,1.036,1.037,1.037
8169,1.036,1.036,1.037,1.037
8170,1.036,1.036,1.037,1.037
8171,1.036,1.036,1.037,1.037
8172,1.036,1.036,1.037,1.037
8173,1.036,1.036,1.037,1.037
8174,1.036,1.036,1.037,1.037
8175,1.036,1.036,1.037,1.037
8176,1.036,1.036,1.037,1.037
8177,1.036,1.036,1.037,1.037
8178,1.036,1.036,1.037,1.037
8179,1.036,1.036,1.037,1.037
8180,1.036,1.036,1.037,1.037
8181,1.036,1.036,1.037,1.037
8182,1.036,1.036,1.037,1.037
8183,1.036,1.036,1.037,1.037
8184,1.036,1.036,1.037,1.037
8185,1.036,1.036,1.037,1.037
8186,1.036,1.036,1.037,1.037
8187,1.036,1.036,1.037,1.037
8188,1.036,1.036,1.037,1.037
8189,1.036,1.036,1.037,1.037
8190,1.036,1.036,1.037,1.037
8191,1.036,1.036,1.037,1.037
8192,1.036,1.036,1.037,1.037
8193,1.036,1.036,1.037,1.037
8194,1.036,1.036,1.037,1.037
8195,1.036,1.036,1.037,1.037
8196,1.036,1.036,1.037,1.037
8197,1.036,1.036,1.037,1.037
8198,1.036,1.036,1.037,1.037
8199,1.036,1.036,1.037,1.037
8200,1.036,1.036,1.037,1.037
8201,1.036,1.036,1.037,1.037
8202,1.036,1.036,1.037,1.037
8203,1.036,1.036,1.037,1.037
8204,1.036,1.036,1.037,1.037
8205,1.036,1.036,1.037,1.037
8206,1.036,1.036,1.037,1.037
8207,1.036,1.036,1.037,1.037
8208,1.036,1.036,1.037,1.037
8209,1.036,1.036,1.037,1.037
8210,1.036,1.036,1.037,1.037
8211,1.036,1.036,1.037,1.037
8212,1.036,1.036,1.037,1.037
8213,1.036,1.036,1.037,1.037
8214,1.036,1.036,1.037,1.037
8215,1.036,1.036,1.037,1.037
8216,1.036,1.036,1.037,1.037
8217,1.036,1.036,1.037,1.037
8218,1.036,1.036,1.037,1.037
8219,1.036,1.036,1.037,1.037
8220,1.036,1.036,1.037,1.037
8221,1.036,1.036,1.037,1.037
8222,1.036,1.036,1.037,1.037
8223,1.036,1.036,1.037,1.037
8224,1.036,1.036,1.037,1.037
8225,1.036,1.036,1.037,1.037
8226,1.036,1.036,1.037,1.037
8227,1.036,1.036,1.037,1.037
8228,1.036,1.036,1.037,1.037
8229,1.036,1.036,1.037,1.037
8230,1.036,1.036,1.037,1.037
8231,1.036,1.036,1.037,1.037
8232,1.036,1.036,1.037,1.037
8233,1.036,1.036,1.037,1.037
8234,1.036,1.036,1.037,1.037
8235,1.036,1.036,1.037,1.037
8236,1.036,1.036,1.037,1.037
8237,1.036,1.036,1.037,1.037
8238,1.036,1.036,1.037,1.037
8239,1.036,1.036,1.037,1.037
8240,1.036,1.036,1.037,1.037
8241,1.036,1.036,1.037,1.037
8242,1.036,1.036,1.037,1.037
8243,1.036,1.036,1.037,1.037
8244,1.036,1.036,1.037,1.037
8245,1.036,1.036,1.037,1.037
8246,1.036,1.036,1.037,1.037
8247,1.036,1.036,1.037,1.037
8248,1.036,1.036,1.037,1.037
8249,1.036,1.036,1.037,1.037
8250,1.036,1.036,1.037,1.037
8251,1.036,1.036,1.037,1.037
8252,1.036,1.036,1.037,1.037
8253,1.036,1.036,1.037,1.037
8254,1.036,1.036,1.037,1.037
8255,1.036,1.036,1.037,1.037
8256,1.036,1.036,1.037,1.037
8257,1.036,1.036,1.037,1.037
8258,1.036,1.036,1.037,1.037
8259,1.036,1.036,1.037,1.037
8260,1.036,1.036,1.037,1.037
8261,1.036,1.036,1.037,1.037
8262,1.036,1.036,1.037,1.037
8263,1.036,1.036,1.037,1.037
8264,1.036,1.036,1.037,1.037
8265,1.036,1.036,1.037,1.037
8266,1.036,1.036,1.037,1.037
8267,1.036,1.036,1.037,1.037
8268,1.036,1.036,1.037,1.037
8269,1.036,1.036,1.037,1.037
8270,1.036,1.036,1.037,1.037
8271,1.036,1.036,1.037,1.037
8272,1.036,1.036,1.037,1.037
8273,1.036,1.036,1.037,1.037
8274,1.036,1.036,1.037,1.037
8275,1.036,1.036,1.037,1.037
8276,1.036,1.036,1.037,1.037
8277,1.036,1.036,1.037,1.037
8278,1.036,1.036,1.037,1.037
8279,1.036,1.036,1.037,1.037
8280,1.036,1.036,1.037,1.037
8281,1.036,1.036,1.037,1.037
8282,1.036,1.036,1.037,1.037
8283,1.036,1.036,1.037,1.037
8284,1.036,1.036,1.037,1.037
8285,1.036,1.036,1.037,1.037
8286,1.036,1.036,1.037,1.037
8287,1.036,1.036,1.037,1.037
8288,1.036,1.036,1.037,1.037
8289,1.036,1.036,1.037,1.037
8290,1.036,1.036,1.037,1.037
8291,1.036,1.036,1.037,1.037
8292,1.036,1.036,1.037,1.037
8293,1.036,1.036,1.037,1.037
8294,1.036,1.036,1.037,1.037
8295,1.036,1.036,1.037,1.037
8296,1.036,1.036,1.037,1.037
8297,1.036,1.036,1.037,1.037
8298,1.036,1.036,1.037,1.037
8299,1.036,1.036,1.037,1.037
8300,1.036,1.036,1.037,1.037
8301,1.036,1.036,1.037,1.037
8302,1.036,1.036,1.037,1.037
8303,1.036,1.036,1.037,1.037
8304,1.036,1.036,1.037,1.037
8305,1.036,1.036,1.037,1.037
8306,1.036,1.036,1.037,1.037
8307,1.036,1.036,1.037,1.037
8308,1.036,1.036,1.037,1.037
8309,1.036,1.036,1.037,1.037
8310,1.036,1.036,1.037,1.037
8311,1.036,1.036,1.037,1.037
8312,1.036,1.036,1.037,1.037
8313,1.036,1.036,1.037,1.037
8314,1.036,1.036,1.037,1.037
8315,1.036,1.036,1.037,1.037
8316,1.036,1.036,1.037,1.037
8317,1.036,1.036,1.037,1.037
8318,1.035,1.035,1.037,1.037
8319,1.035,1.035,1.037,1.037
8320,1.035,1.035,1.037,1.037
8321,1.035,1.035,1.037,1.037
8322,1.035,1.035,1.037,1.037
8323,1.035,1.035,1.037,1.037
8324,1.035,1.035,1.037,1.037
8325,1.035,1.035,1.037,1.037
8326,1.035,1.035,1.037,1.037
8327,1.035,1.035,1.037,1.037
8328,1.035,1.035,1.037,1.037
8329,1.035,1.035,1.037,1.037
8330,1.035,1.035,1.037,1.037
8331,1.035,1.035,1.037,1.037
8332,1.035,1.035,1.037,1.037
8333,1.035,1.035,1.037,1.037
8334,1.035,1.035,1.037,1.037
8335,1.035,1.035,1.037,1.037
8336,1.035,1.035,1.037,1.037
8337,1.035,1.035,1.037,1.037
8338,1.035,1.035,1.037,1.037
8339,1.035,1.035,1.037,1.037
8340,1.035,1.035,1.037,1.037
8341,1.035,1.035,1.037,1.037
8342,1.035,1.035,1.037,1.037
8343,1.035,1.035,1.037,1.037
8344,1.035,1.035,1.037,1.037
8345,1.035,1.035,1.037,1.037
8346,1.035,1.035,1.037,1.037
8347,1.035,1.035,1.037,1.037
8348,1.035,1.035,1.037,1.037
8349,1.035,1.035,1.037,1.037
8350,1.035,1.035,1.037,1.037
8351,1.035,1.035,1.037,1.037
8352,1.035,1.035,1.037,1.037
8353,1.035,1.035,1.037,1.037
8354,1.035,1.035,1.037,1.037
8355,1.035,1.035,1.037,1.037
8356,1.035,1.035,1.037,1.037
8357,1.035,1.035,1.037,1.037
8358,1.035,1.035,1.037,1.037
8359,1.035,1.035,1.037,1.037
8360,1.035,1.035,1.037,1.037
8361,1.035,1.035,1.037,1.037
8362,1.035,1.035,1.037,1.037
8363,1.035,1.035,1.037,1.037
8364,1.035,1.035,1.037,1.037
8365,1.035,1.035,1.037,1.037
8366,1.035,1.035,1.037,1.037
8367,1.035,1.035,1.037,1.037
8368,1.035,1.035,1.037,1.037
8369,1.035,1.035,1.037,1.037
8370,1.035,1.035,1.037,1.037
8371,1.035,1.035,1.037,1.037
8372,1.035,1.035,1.037,1.037
8373,1.035,1.035,1.037,1.037
8374,1.035,1.035,1.037,1.037
8375,1.035,1.035,1.037,1.037
8376,1.035,1.035,1.037,1.037
8377,1.035,1.035,1.037,1.037
8378,1.035,1.035,1.037,1.037
8379,1.035,1.035,1.037,1.037
8380,1.035,1.035,1.037,1.037
8381,1.035,1.035,1.037,1.037
8382,1.035,1.035,1.037,1.037
8383,1.035,1.035,1.037,1.037
8384,1.035,1.035,1.037,1.037
8385,1.035,1.035,1.036,1.036
8386,1.035,1.035,1.036,1.036
8387,1.035,1.035,1.036,1.036
8388,1.035,1.035,1.036,1.036
8389,1.035,1.035,1.036,1.036
8390,1.035,1.035,1.036,1.036
8391,1.035,1.035,1.036,1.036
8392,1.035,1.035,1.036,1.036
8393,1.035,1.035,1.036,1.036
8394,1.035,1.035,1.036,1.036
8395,1.035,1.035,1.036,1.036
8396,1.035,1.035,1.036,1.036
8397,1.035,1.035,1.036,1.036
8398,1.035,1.035,1.036,1.036
8399,1.035,1.035,1.036,1.036
8400,1.035,1.035,1.036,1.036
8401,1.035,1.035,1.036,1.036
8402,1.035,1.035,1.036,1.036
8403,1.035,1.035,1.036,1.036
8404,1.035,1.035,1.036,1.036
8405,1.035,1.035,1.036,1.036
8406,1.035,1.035,1.036,1.036
8407,1.035,1.035,1.036,1.036
8408,1.035,1.035,1.036,1.036
8409,1.035,1.035,1.036,1.036
8410,1.035,1.035,1.036,1.036
8411,1.035,1.035,1.036,1.036
8412,1.035,1.035,1.036,1.036
8413,1.035,1.035,1.036,1.036
8414,1.035,1.035,1.036,1.036
8415,1.035,1.035,1.036,1.036
8416,1.035,1.035,1.036,1.036
8417,1.035,1.035,1.036,1.036
8418,1.035,1.035,1.036,1.036
8419,1.035,1.035,1.036,1.036
8420,1.035,1.035,1.036,1.036
8421,1.035,1.035,1.036,1.036
8422,1.035,1.035,1.036,1.036
8423,1.035,1.035,1.036,1.036
8424,1.035,1.035,1.036,1.036
8425,1.035,1.035,1.036,1.036
8426,1.035,1.035,1.036,1.036
8427,1.035,1.035,1.036,1.036
8428,1.035,1.035,1.036,1.036
8429,1.035,1.035,1.036,1.036
8430,1.035,1.035,1.036,1.036
8431,1.035,1.035,1.036,1.036
8432,1.035,1.035,1.036,1.036
8433,1.035,1.035,1.036,1.036
8434,1.035,1.035,1.036,1.036
8435,1.035,1.035,1.036,1.036
8436,1.035,1.035,1.036,1.036
8437,1.035,1.035,1.036,1.036
8438,1.035,1.035,1.036,1.036
8439,1.035,1.035,1.036,1.036
8440,1.035,1.035,1.036,1.036
8441,1.035,1.035,1.036,1.036
8442,1.035,1.035,1.036,1.036
8443,1.035,1.035,1.036,1.036
8444,1.035,1.035,1.036,1.036
8445,1.035,1.035,1.036,1.036
8446,1.035,1.035,1.036,1.036
8447,1.035,1.035,1.036,1.036
8448,1.035,1.035,1.036,1.036
8449,1.035,1.035,1.036,1.036
8450,1.035,1.035,1.036,1.036
8451,1.035,1.035,1.036,1.036
8452,1.035,1.035,1.036,1.036
8453,1.035,1.035,1.036,1.036
8454,1.035,1.035,1.036,1.036
8455,1.035,1.035,1.036,1.036
8456,1.035,1.035,1.036,1.036
8457,1.035,1.035,1.036,1.036
8458,1.035,1.035,1.036,1.036
8459,1.035,1.035,1.036,1.036
8460,1.035,1.035,1.036,1.036
8461,1.035,1.035,1.036,1.036
8462,1.035,1.035,1.036,1.036
8463,1.035,1.035,1.036,1.036
8464,1.035,1.035,1.036,1.036
8465,1.035,1.035,1.036,1.036
8466,1.035,1.035,1.036,1.036
8467,1.035,1.035,1.036,1.036
8468,1.035,1.035,1.036,1.036
8469,1.035,1.035,1.036,1.036
8470,1.035,1.035,1.036,1.036
8471,1.035,1.035,1.036,1.036
8472,1.035,1.035,1.036,1.036
8473,1.035,1.035,1.036,1.036
8474,1.035,1.035,1.036,1.036
8475,1.035,1.035,1.036,1.036
8476,1.035,1.035,1.036,1.036
8477,1.035,1.035,1.036,1.036
8478,1.035,1.035,1.036,1.036
8479,1.035,1.035,1.036,1.036
8480,1.035,1.035,1.036,1.036
8481,1.035,1.035,1.036,1.036
8482,1.035,1.035,1.036,1.036
8483,1.035,1.035,1.036,1.036
8484,1.035,1.035,1.036,1.036
8485,1.035,1.035,1.036,1.036
8486,1.035,1.035,1.036,1.036
8487,1.035,1.035,1.036,1.036
8488,1.035,1.035,1.036,1.036
8489,1.035,1.035,1.036,1.036
8490,1.035,1.035,1.036,1.036
8491,1.035,1.035,1.036,1.036
8492,1.035,1.035,1.036,1.036
8493,1.035,1.035,1.036,1.036
8494,1.035,1.035,1.036,1.036
8495,1.035,1.035,1.036,1.036
8496,1.035,1.035,1.036,1.036
8497,1.035,1.035,1.036,1.036
8498,1.035,1.035,1.036,1.036
8499,1.035,1.035,1.036,1.036
8500,1.035,1.035,1.036,1.036
8501,1.035,1.035,1.036,1.036
8502,1.035,1.035,1.036,1.036
8503,1.035,1.035,1.036,1.036
8504,1.035,1.035,1.036,1.036
8505,1.035,1.035,1.036,1.036
8506,1.035,1.035,1.036,1.036
8507,1.035,1.035,1.036,1.036
8508,1.035,1.035,1.036,1.036
8509,1.035,1.035,1.036,1.036
8510,1.035,1.035,1.036,1.036
8511,1.035,1.035,1.036,1.036
8512,1.035,1.035,1.036,1.036
8513,1.035,1.035,1.036,1.036
8514,1.035,1.035,1.036,1.036
8515,1.035,1.035,1.036,1.036
8516,1.035,1.035,1.036,1.036
8517,1.035,1.035,1.036,1.036
8518,1.035,1.035,1.036,1.036
8519,1.035,1.035,1.036,1.036
8520,1.035,1.035,1.036,1.036
8521,1.035,1.035,1.036,1.036
8522,1.035,1.035,1.036,1.036
8523,1.035,1.035,1.036,1.036
8524,1.035,1.035,1.036,1.036
8525,1.035,1.035,1.036,1.036
8526,1.035,1.035,1.036,1.036
8527,1.035,1.035,1.036,1.036
8528,1.035,1.035,1.036,1.036
8529,1.035,1.035,1.036,1.036
8530,1.035,1.035,1.036,1.036
8531,1.035,1.035,1.036,1.036
8532,1.035,1.035,1.036,1.036
8533,1.035,1.035,1.036,1.036
8534,1.035,1.035,1.036,1.036
8535,1.035,1.035,1.036,1.036
8536,1.035,1.035,1.036,1.036
8537,1.035,1.035,1.036,1.036
8538,1.035,1.035,1.036,1.036
8539,1.035,1.035,1.036,1.036
8540,1.035,1.035,1.036,1.036
8541,1.035,1.035,1.036,1.036
8542,1.035,1.035,1.036,1.036
8543,1.035,1.035,1.036,1.036
8544,1.035,1.035,1.036,1.036
8545,1.035,1.035,1.036,1.036
8546,1.035,1.035,1.036,1.036
8547,1.035,1.035,1.036,1.036
8548,1.035,1.035,1.036,1.036
8549,1.035,1.035,1.036,1.036
8550,1.035,1.035,1.036,1.036
8551,1.035,1.035,1.036,1.036
8552,1.035,1.035,1.036,1.036
8553,1.035,1.035,1.036,1.036
8554,1.035,1.035,1.036,1.036
8555,1.035,1.035,1.036,1.036
8556,1.035,1.035,1.036,1.036
8557,1.035,1.035,1.036,1.036
8558,1.035,1.035,1.036,1.036
8559,1.035,1.035,1.036,1.036
8560,1.034,1.034,1.036,1.036
8561,1.034,1.034,1.036,1.036
8562,1.034,1.034,1.036,1.036
8563,1.034,1.034,1.036,1.036
8564,1.034,1.034,1.036,1.036
8565,1.034,1.034,1.036,1.036
8566,1.034,1.034,1.036,1.036
8567,1.034,1.034,1.036,1.036
8568,1.034,1.034,1.036,1.036
8569,1.034,1.034,1.036,1.036
8570,1.034,1.034,1.036,1.036
8571,1.034,1.034,1.036,1.036
8572,1.034,1.034,1.036,1.036
8573,1.034,1.034,1.036,1.036
8574,1.034,1.034,1.036,1.036
8575,1.034,1.034,1.036,1.036
8576,1.034,1.034,1.036,1.036
8577,1.034,1.034,1.036,1.036
8578,1.034,1.034,1.036,1.036
8579,1.034,1.034,1.036,1.036
8580,1.034,1.034,1.036,1.036
8581,1.034,1.034,1.036,1.036
8582,1.034,1.034,1.036,1.036
8583,1.034,1.034,1.036,1.036
8584,1.034,1.034,1.036,1.036
8585,1.034,1.034,1.036,1.036
8586,1.034,1.034,1.036,1.036
8587,1.034,1.034,1.036,1.036
8588,1.034,1.034,1.036,1.036
8589,1.034,1.034,1.036,1.036
8590,1.034,1.034,1.036,1.036
8591,1.034,1.034,1.036,1.036
8592,1.034,1.034,1.036,1.036
8593,1.034,1.034,1.036,1.036
8594,1.034,1.034,1.036,1.036
8595,1.034,1.034,1.036,1.036
8596,1.034,1.034,1.036,1.036
8597,1.034,1.034,1.036,1.036
8598,1.034,1.034,1.036,1.036
8599,1.034,1.034,1.036,1.036
8600,1.034,1.034,1.036,1.036
8601,1.034,1.034,1.036,1.036
8602,1.034,1.034,1.036,1.036
8603,1.034,1.034,1.036,1.036
8604,1.034,1.034,1.036,1.036
8605,1.034,1.034,1.036,1.036
8606,1.034,1.034,1.036,1.036
8607,1.034,1.034,1.036,1.036
8608,1.034,1.034,1.036,1.036
8609,1.034,1.034,1.036,1.036
8610,1.034,1.034,1.036,1.036
8611,1.034,1.034,1.036,1.036
8612,1.034,1.034,1.036,1.036
8613,1.034,1.034,1.036,1.036
8614,1.034,1.034,1.036,1.036
8615,1.034,1.034,1.036,1.036
8616,1.034,1.034,1.036,1.036
8617,1.034,1.034,1.036,1.036
8618,1.034,1.034,1.036,1.036
8619,1.034,1.034,1.036,1.036
8620,1.034,1.034,1.036,1.036
8621,1.034,1.034,1.035,1.035
8622,1.034,1.034,1.035,1.035
8623,1.034,1.034,1.035,1.035
8624,1.034,1.034,1.035,1.035
8625,1.034,1.034,1.035,1.035
8626,1.034,1.034,1.035,1.035
8627,1.034,1.034,1.035,1.035
8628,1.034,1.034,1.035,1.035
8629,1.034,1.034,1.035,1.035
8630,1.034,1.034,1.035,1.035
8631,1.034,1.034,1.035,1.035
8632,1.034,1.034,1.035,1.035
8633,1.034,1.034,1.035,1.035
8634,1.034,1.034,1.035,1.035
8635,1.034,1.034,1.035,1.035
8636,1.034,1.034,1.035,1.035
8637,1.034,1.034,1.035,1.035
8638,1.034,1.034,1.035,1.035
8639,1.034,1.034,1.035,1.035
8640,1.034,1.034,1.035,1.035
8641,1.034,1.034,1.035,1.035
8642,1.034,1.034,1.035,1.035
8643,1.034,1.034,1.035,1.035
8644,1.034,1.034,1.035,1.035
8645,1.034,1.034,1.035,1.035
8646,1.034,1.034,1.035,1.035
8647,1.034,1.034,1.035,1.035
8648,1.034,1.034,1.035,1.035
8649,1.034,1.034,1.035,1.035
8650,1.034,1.034,1.035,1.035
8651,1.034,1.034,1.035,1.035
8652,1.034,1.034,1.035,1.035
8653,1.034,1.034,1.035,1.035
8654,1.034,1.034,1.035,1.035
8655,1.034,1.034,1.035,1.035
8656,1.034,1.034,1.035,1.035
8657,1.034,1.034,1.035,1.035
8658,1.034,1.034,1.035,1.035
8659,1.034,1.034,1.035,1.035
8660,1.034,1.034,1.035,1.035
8661,1.034,1.034,1.035,1.035
8662,1.034,1.034,1.035,1.035
8663,1.034,1.034,1.035,1.035
8664,1.034,1.034,1.035,1.035
8665,1.034,1.034,1.035,1.035
8666,1.034,1.034,1.035,1.035
8667,1.034,1.034,1.035,1.035
8668,1.034,1.034,1.035,1.035
8669,1.034,1.034,1.035,1.035
8670,1.034,1.034,1.035,1.035
8671,1.034,1.034,1.035,1.035
8672,1.034,1.034,1.035,1.035
8673,1.034,1.034,1.035,1.035
8674,1.034,1.034,1.035,1.035
8675,1.034,1.034,1.035,1.035
8676,1.034,1.034,1.035,1.035
8677,1.034,1.034,1.035,1.035
8678,1.034,1.034,1.035,1.035
8679,1.034,1.034,1.035,1.035
8680,1.034,1.034,1.035,1.035
8681,1.034,1.034,1.035,1.035
8682,1.034,1.034,1.035,1.035
8683,1.034,1.034,1.035,1.035
8684,1.034,1.034,1.035,1.035
8685,1.034,1.034,1.035,1.035
8686,1.034,1.034,1.035,1.035
8687,1.034,1.034,1.035,1.035
8688,1.034,1.034,1.035,1.035
8689,1.034,1.034,1.035,1.035
8690,1.034,1.034,1.035,1.035
8691,1.034,1.034,1.035,1.035
8692,1.034,1.034,1.035,1.035
8693,1.034,1.034,1.035,1.035
8694,1.034,1.034,1.035,1.035
8695,1.034,1.034,1.035,1.035
8696,1.034,1.034,1.035,1.035
8697,1.034,1.034,1.035,1.035
8698,1.034,1.034,1.035,1.035
8699,1.034,1.034,1.035,1.035
8700,1.034,1.034,1.035,1.035
8701,1.034,1.034,1.035,1.035
8702,1.034,1.034,1.035,1.035
8703,1.034,1.034,1.035,1.035
8704,1.034,1.034,1.035,1.035
8705,1.034,1.034,1.035,1.035
8706,1.034,1.034,1.035,1.035
8707,1.034,1.034,1.035,1.035
8708,1.034,1.034,1.035,1.035
